title,price,rating,product_link,title_normalized,price_category,rating_int
Girl in the Blue Coat,46.83,2,http://books.toscrape.com/girl-in-the-blue-coat_160/index.html,girl in the blue coat,Medium,2
"Fruits Basket, Vol. 3 (Fruits Basket #3)",45.17,2,http://books.toscrape.com/fruits-basket-vol-3-fruits-basket-3_159/index.html,"fruits basket, vol. 3 (fruits basket #3)",Medium,2
"Friday Night Lights: A Town, a Team, and a Dream",51.22,3,http://books.toscrape.com/friday-night-lights-a-town-a-team-and-a-dream_158/index.html,"friday night lights: a town, a team, and a dream",High,3
Fire Bound (Sea Haven/Sisters of the Heart #5),21.28,4,http://books.toscrape.com/fire-bound-sea-havensisters-of-the-heart-5_157/index.html,fire bound (sea haven/sisters of the heart #5),Medium,4
Fifty Shades Freed (Fifty Shades #3),15.36,5,http://books.toscrape.com/fifty-shades-freed-fifty-shades-3_156/index.html,fifty shades freed (fifty shades #3),Low,5
Fellside,38.62,1,http://books.toscrape.com/fellside_155/index.html,fellside,Medium,1
Extreme Prey (Lucas Davenport #26),25.4,3,http://books.toscrape.com/extreme-prey-lucas-davenport-26_154/index.html,extreme prey (lucas davenport #26),Medium,3
Eragon (The Inheritance Cycle #1),43.87,3,http://books.toscrape.com/eragon-the-inheritance-cycle-1_153/index.html,eragon (the inheritance cycle #1),Medium,3
Eclipse (Twilight #3),18.74,1,http://books.toscrape.com/eclipse-twilight-3_152/index.html,eclipse (twilight #3),Low,1
Dune (Dune #1),54.86,1,http://books.toscrape.com/dune-dune-1_151/index.html,dune (dune #1),High,1
Dracula,52.62,3,http://books.toscrape.com/dracula_150/index.html,dracula,High,3
Do Androids Dream of Electric Sheep? (Blade Runner #1),51.48,1,http://books.toscrape.com/do-androids-dream-of-electric-sheep-blade-runner-1_149/index.html,do androids dream of electric sheep? (blade runner #1),High,1
Disrupted: My Misadventure in the Start-Up Bubble,15.28,5,http://books.toscrape.com/disrupted-my-misadventure-in-the-start-up-bubble_148/index.html,disrupted: my misadventure in the start-up bubble,Low,5
Dead Wake: The Last Crossing of the Lusitania,39.24,5,http://books.toscrape.com/dead-wake-the-last-crossing-of-the-lusitania_147/index.html,dead wake: the last crossing of the lusitania,Medium,5
"David and Goliath: Underdogs, Misfits, and the Art of Battling Giants",17.81,1,http://books.toscrape.com/david-and-goliath-underdogs-misfits-and-the-art-of-battling-giants_146/index.html,"david and goliath: underdogs, misfits, and the art of battling giants",Low,1
Darkfever (Fever #1),56.02,1,http://books.toscrape.com/darkfever-fever-1_145/index.html,darkfever (fever #1),High,1
Dark Places,23.9,5,http://books.toscrape.com/dark-places_144/index.html,dark places,Medium,5
Crazy Rich Asians (Crazy Rich Asians #1),49.13,5,http://books.toscrape.com/crazy-rich-asians-crazy-rich-asians-1_143/index.html,crazy rich asians (crazy rich asians #1),Medium,5
Counting Thyme,10.62,1,http://books.toscrape.com/counting-thyme_142/index.html,counting thyme,Low,1
Cosmos,36.17,2,http://books.toscrape.com/cosmos_141/index.html,cosmos,Medium,2
Civilization and Its Discontents,59.95,2,http://books.toscrape.com/civilization-and-its-discontents_140/index.html,civilization and its discontents,High,2
Cinder (The Lunar Chronicles #1),26.09,1,http://books.toscrape.com/cinder-the-lunar-chronicles-1_139/index.html,cinder (the lunar chronicles #1),Medium,1
Catastrophic Happiness: Finding Joy in Childhood's Messy Years,37.35,2,http://books.toscrape.com/catastrophic-happiness-finding-joy-in-childhoods-messy-years_138/index.html,catastrophic happiness: finding joy in childhood's messy years,Medium,2
Career of Evil (Cormoran Strike #3),24.72,2,http://books.toscrape.com/career-of-evil-cormoran-strike-3_137/index.html,career of evil (cormoran strike #3),Medium,2
Breaking Dawn (Twilight #4),35.28,5,http://books.toscrape.com/breaking-dawn-twilight-4_136/index.html,breaking dawn (twilight #4),Medium,5
Brave Enough,51.32,5,http://books.toscrape.com/brave-enough_135/index.html,brave enough,High,5
Boy Meets Boy,21.12,3,http://books.toscrape.com/boy-meets-boy_134/index.html,boy meets boy,Medium,3
"Born to Run: A Hidden Tribe, Superathletes, and the Greatest Race the World Has Never Seen",27.35,2,http://books.toscrape.com/born-to-run-a-hidden-tribe-superathletes-and-the-greatest-race-the-world-has-never-seen_133/index.html,"born to run: a hidden tribe, superathletes, and the greatest race the world has never seen",Medium,2
Blink: The Power of Thinking Without Thinking,21.74,5,http://books.toscrape.com/blink-the-power-of-thinking-without-thinking_132/index.html,blink: the power of thinking without thinking,Medium,5
Black Flags: The Rise of ISIS,40.87,1,http://books.toscrape.com/black-flags-the-rise-of-isis_131/index.html,black flags: the rise of isis,Medium,1
"Black Butler, Vol. 1 (Black Butler #1)",49.31,1,http://books.toscrape.com/black-butler-vol-1-black-butler-1_130/index.html,"black butler, vol. 1 (black butler #1)",Medium,1
Big Little Lies,22.11,1,http://books.toscrape.com/big-little-lies_129/index.html,big little lies,Medium,1
Between Shades of Gray,20.79,5,http://books.toscrape.com/between-shades-of-gray_128/index.html,between shades of gray,Medium,5
Best of My Love (Fool's Gold #20),27.41,2,http://books.toscrape.com/best-of-my-love-fools-gold-20_127/index.html,best of my love (fool's gold #20),Medium,2
Beowulf,38.35,2,http://books.toscrape.com/beowulf_126/index.html,beowulf,Medium,2
Beautiful Creatures (Caster Chronicles #1),21.55,5,http://books.toscrape.com/beautiful-creatures-caster-chronicles-1_125/index.html,beautiful creatures (caster chronicles #1),Medium,5
Awkward,38.02,2,http://books.toscrape.com/awkward_124/index.html,awkward,Medium,2
Ash,22.06,4,http://books.toscrape.com/ash_123/index.html,ash,Medium,4
Are We There Yet?,10.66,3,http://books.toscrape.com/are-we-there-yet_122/index.html,are we there yet?,Low,3
Are We Smart Enough to Know How Smart Animals Are?,56.58,1,http://books.toscrape.com/are-we-smart-enough-to-know-how-smart-animals-are_121/index.html,are we smart enough to know how smart animals are?,High,1
Annie on My Mind,36.83,5,http://books.toscrape.com/annie-on-my-mind_120/index.html,annie on my mind,Medium,5
And Then There Were None,35.01,2,http://books.toscrape.com/and-then-there-were-none_119/index.html,and then there were none,Medium,2
A Walk in the Woods: Rediscovering America on the Appalachian Trail,30.48,4,http://books.toscrape.com/a-walk-in-the-woods-rediscovering-america-on-the-appalachian-trail_118/index.html,a walk in the woods: rediscovering america on the appalachian trail,Medium,4
A Visit from the Goon Squad,14.08,5,http://books.toscrape.com/a-visit-from-the-goon-squad_117/index.html,a visit from the goon squad,Low,5
A Storm of Swords (A Song of Ice and Fire #3),31.22,2,http://books.toscrape.com/a-storm-of-swords-a-song-of-ice-and-fire-3_116/index.html,a storm of swords (a song of ice and fire #3),Medium,2
A Heartbreaking Work of Staggering Genius,54.29,5,http://books.toscrape.com/a-heartbreaking-work-of-staggering-genius_115/index.html,a heartbreaking work of staggering genius,High,5
8 Keys to Mental Health Through Exercise,31.04,1,http://books.toscrape.com/8-keys-to-mental-health-through-exercise_114/index.html,8 keys to mental health through exercise,Medium,1
#GIRLBOSS,50.96,1,http://books.toscrape.com/girlboss_113/index.html,#girlboss,High,1
"The Suffragettes (Little Black Classics, #96)",11.89,2,http://books.toscrape.com/the-suffragettes-little-black-classics-96_112/index.html,"the suffragettes (little black classics, #96)",Low,2
The Sense of an Ending,31.38,3,http://books.toscrape.com/the-sense-of-an-ending_111/index.html,the sense of an ending,Medium,3
"The Sandman, Vol. 2: The Doll's House (The Sandman (volumes) #2)",54.81,1,http://books.toscrape.com/the-sandman-vol-2-the-dolls-house-the-sandman-volumes-2_110/index.html,"the sandman, vol. 2: the doll's house (the sandman (volumes) #2)",High,1
The Course of Love,16.78,3,http://books.toscrape.com/the-course-of-love_109/index.html,the course of love,Low,3
Sugar Rush (Offensive Line #2),24.42,1,http://books.toscrape.com/sugar-rush-offensive-line-2_108/index.html,sugar rush (offensive line #2),Medium,1
"Saga, Volume 2 (Saga (Collected Editions) #2)",11.75,3,http://books.toscrape.com/saga-volume-2-saga-collected-editions-2_107/index.html,"saga, volume 2 (saga (collected editions) #2)",Low,3
"Run, Spot, Run: The Ethics of Keeping Pets",20.02,1,http://books.toscrape.com/run-spot-run-the-ethics-of-keeping-pets_106/index.html,"run, spot, run: the ethics of keeping pets",Medium,1
New Moon (Twilight #2),12.86,4,http://books.toscrape.com/new-moon-twilight-2_105/index.html,new moon (twilight #2),Low,4
Life,31.58,5,http://books.toscrape.com/life_104/index.html,life,Medium,5
Kindle Paperwhite User's Guide,34.0,3,http://books.toscrape.com/kindle-paperwhite-users-guide_103/index.html,kindle paperwhite user's guide,Medium,3
H is for Hawk,57.42,5,http://books.toscrape.com/h-is-for-hawk_102/index.html,h is for hawk,High,5
Girl Online On Tour (Girl Online #2),53.47,1,http://books.toscrape.com/girl-online-on-tour-girl-online-2_101/index.html,girl online on tour (girl online #2),High,1
"Fruits Basket, Vol. 2 (Fruits Basket #2)",11.64,5,http://books.toscrape.com/fruits-basket-vol-2-fruits-basket-2_100/index.html,"fruits basket, vol. 2 (fruits basket #2)",Low,5
Diary of a Minecraft Zombie Book 1: A Scare of a Dare (An Unofficial Minecraft Book),52.88,4,http://books.toscrape.com/diary-of-a-minecraft-zombie-book-1-a-scare-of-a-dare-an-unofficial-minecraft-book_99/index.html,diary of a minecraft zombie book 1: a scare of a dare (an unofficial minecraft book),High,4
"Y: The Last Man, Vol. 1: Unmanned (Y: The Last Man #1)",18.51,4,http://books.toscrape.com/y-the-last-man-vol-1-unmanned-y-the-last-man-1_98/index.html,"y: the last man, vol. 1: unmanned (y: the last man #1)",Low,4
While You Were Mine,41.32,5,http://books.toscrape.com/while-you-were-mine_97/index.html,while you were mine,Medium,5
Where Lightning Strikes (Bleeding Stars #3),39.77,3,http://books.toscrape.com/where-lightning-strikes-bleeding-stars-3_96/index.html,where lightning strikes (bleeding stars #3),Medium,3
When I'm Gone,51.96,3,http://books.toscrape.com/when-im-gone_95/index.html,when i'm gone,High,3
Ways of Seeing,39.51,5,http://books.toscrape.com/ways-of-seeing_94/index.html,ways of seeing,Medium,5
"Vampire Knight, Vol. 1 (Vampire Knight #1)",15.4,1,http://books.toscrape.com/vampire-knight-vol-1-vampire-knight-1_93/index.html,"vampire knight, vol. 1 (vampire knight #1)",Low,1
Vampire Girl (Vampire Girl #1),53.82,2,http://books.toscrape.com/vampire-girl-vampire-girl-1_92/index.html,vampire girl (vampire girl #1),High,2
Twenty Love Poems and a Song of Despair,30.95,4,http://books.toscrape.com/twenty-love-poems-and-a-song-of-despair_91/index.html,twenty love poems and a song of despair,Medium,4
Travels with Charley: In Search of America,57.82,5,http://books.toscrape.com/travels-with-charley-in-search-of-america_90/index.html,travels with charley: in search of america,High,5
Three Wishes (River of Time: California #1),44.18,2,http://books.toscrape.com/three-wishes-river-of-time-california-1_89/index.html,three wishes (river of time: california #1),Medium,2
This One Moment (Pushing Limits #1),48.71,1,http://books.toscrape.com/this-one-moment-pushing-limits-1_88/index.html,this one moment (pushing limits #1),Medium,1
The Zombie Room,19.69,5,http://books.toscrape.com/the-zombie-room_87/index.html,the zombie room,Low,5
"The Wicked + The Divine, Vol. 1: The Faust Act (The Wicked + The Divine)",36.52,2,http://books.toscrape.com/the-wicked-the-divine-vol-1-the-faust-act-the-wicked-the-divine_86/index.html,"the wicked + the divine, vol. 1: the faust act (the wicked + the divine)",Medium,2
The Tumor,41.56,5,http://books.toscrape.com/the-tumor_85/index.html,the tumor,Medium,5
The Story of Hong Gildong,43.19,4,http://books.toscrape.com/the-story-of-hong-gildong_84/index.html,the story of hong gildong,Medium,4
The Silent Wife,12.34,5,http://books.toscrape.com/the-silent-wife_83/index.html,the silent wife,Low,5
The Silent Twin (Detective Jennifer Knight #3),36.25,3,http://books.toscrape.com/the-silent-twin-detective-jennifer-knight-3_82/index.html,the silent twin (detective jennifer knight #3),Medium,3
The Selfish Gene,29.45,1,http://books.toscrape.com/the-selfish-gene_81/index.html,the selfish gene,Medium,1
The Secret Healer,34.56,3,http://books.toscrape.com/the-secret-healer_80/index.html,the secret healer,Medium,3
"The Sandman, Vol. 1: Preludes and Nocturnes (The Sandman (volumes) #1)",54.12,3,http://books.toscrape.com/the-sandman-vol-1-preludes-and-nocturnes-the-sandman-volumes-1_79/index.html,"the sandman, vol. 1: preludes and nocturnes (the sandman (volumes) #1)",High,3
The Republic,33.78,3,http://books.toscrape.com/the-republic_78/index.html,the republic,Medium,3
The Odyssey,29.64,3,http://books.toscrape.com/the-odyssey_77/index.html,the odyssey,Medium,3
The No. 1 Ladies' Detective Agency (No. 1 Ladies' Detective Agency #1),57.7,4,http://books.toscrape.com/the-no-1-ladies-detective-agency-no-1-ladies-detective-agency-1_76/index.html,the no. 1 ladies' detective agency (no. 1 ladies' detective agency #1),High,4
The Nicomachean Ethics,36.34,1,http://books.toscrape.com/the-nicomachean-ethics_75/index.html,the nicomachean ethics,Medium,1
The Name of the Wind (The Kingkiller Chronicle #1),50.59,3,http://books.toscrape.com/the-name-of-the-wind-the-kingkiller-chronicle-1_74/index.html,the name of the wind (the kingkiller chronicle #1),High,3
The Mirror & the Maze (The Wrath and the Dawn #1.5),29.38,1,http://books.toscrape.com/the-mirror-the-maze-the-wrath-and-the-dawn-15_73/index.html,the mirror & the maze (the wrath and the dawn #1.5),Medium,1
The Little Prince,45.42,2,http://books.toscrape.com/the-little-prince_72/index.html,the little prince,Medium,2
The Light of the Fireflies,54.43,1,http://books.toscrape.com/the-light-of-the-fireflies_71/index.html,the light of the fireflies,High,1
The Last Girl (The Dominion Trilogy #1),36.26,2,http://books.toscrape.com/the-last-girl-the-dominion-trilogy-1_70/index.html,the last girl (the dominion trilogy #1),Medium,2
The Iliad,16.16,1,http://books.toscrape.com/the-iliad_69/index.html,the iliad,Low,1
The Hook Up (Game On #1),36.29,5,http://books.toscrape.com/the-hook-up-game-on-1_68/index.html,the hook up (game on #1),Medium,5
The Haters,27.89,5,http://books.toscrape.com/the-haters_67/index.html,the haters,Medium,5
The Girl You Lost,12.29,5,http://books.toscrape.com/the-girl-you-lost_66/index.html,the girl you lost,Low,5
The Girl In The Ice (DCI Erika Foster #1),15.85,3,http://books.toscrape.com/the-girl-in-the-ice-dci-erika-foster-1_65/index.html,the girl in the ice (dci erika foster #1),Low,3
The End of the Jesus Era (An Investigation #1),14.4,1,http://books.toscrape.com/the-end-of-the-jesus-era-an-investigation-1_64/index.html,the end of the jesus era (an investigation #1),Low,1
The Edge of Reason (Bridget Jones #2),19.18,4,http://books.toscrape.com/the-edge-of-reason-bridget-jones-2_63/index.html,the edge of reason (bridget jones #2),Low,4
The Complete Maus (Maus #1-2),10.64,3,http://books.toscrape.com/the-complete-maus-maus-1-2_62/index.html,the complete maus (maus #1-2),Low,3
The Communist Manifesto,14.76,3,http://books.toscrape.com/the-communist-manifesto_61/index.html,the communist manifesto,Low,3
The Bhagavad Gita,57.49,3,http://books.toscrape.com/the-bhagavad-gita_60/index.html,the bhagavad gita,High,3
The Bette Davis Club,30.66,3,http://books.toscrape.com/the-bette-davis-club_59/index.html,the bette davis club,Medium,3
The Art of Not Breathing,40.83,4,http://books.toscrape.com/the-art-of-not-breathing_58/index.html,the art of not breathing,Medium,4
Taking Shots (Assassins #1),18.88,2,http://books.toscrape.com/taking-shots-assassins-1_57/index.html,taking shots (assassins #1),Low,2
Starlark,25.83,3,http://books.toscrape.com/starlark_56/index.html,starlark,Medium,3
"Skip Beat!, Vol. 01 (Skip Beat! #1)",42.12,3,http://books.toscrape.com/skip-beat-vol-01-skip-beat-1_55/index.html,"skip beat!, vol. 01 (skip beat! #1)",Medium,3
Sister Sable (The Mad Queen #1),13.33,3,http://books.toscrape.com/sister-sable-the-mad-queen-1_54/index.html,sister sable (the mad queen #1),Low,3
Shatter Me (Shatter Me #1),42.4,1,http://books.toscrape.com/shatter-me-shatter-me-1_53/index.html,shatter me (shatter me #1),Medium,1
Shameless,58.35,3,http://books.toscrape.com/shameless_52/index.html,shameless,High,3
Shadow Rites (Jane Yellowrock #10),21.72,4,http://books.toscrape.com/shadow-rites-jane-yellowrock-10_51/index.html,shadow rites (jane yellowrock #10),Medium,4
Settling the Score (The Summer Games #1),44.91,2,http://books.toscrape.com/settling-the-score-the-summer-games-1_50/index.html,settling the score (the summer games #1),Medium,2
Sense and Sensibility,37.46,1,http://books.toscrape.com/sense-and-sensibility_49/index.html,sense and sensibility,Medium,1
"Saga, Volume 1 (Saga (Collected Editions) #1)",28.48,1,http://books.toscrape.com/saga-volume-1-saga-collected-editions-1_48/index.html,"saga, volume 1 (saga (collected editions) #1)",Medium,1
"Rhythm, Chord & Malykhin",28.34,2,http://books.toscrape.com/rhythm-chord-malykhin_47/index.html,"rhythm, chord & malykhin",Medium,2
"Rat Queens, Vol. 1: Sass & Sorcery (Rat Queens (Collected Editions) #1-5)",46.96,5,http://books.toscrape.com/rat-queens-vol-1-sass-sorcery-rat-queens-collected-editions-1-5_46/index.html,"rat queens, vol. 1: sass & sorcery (rat queens (collected editions) #1-5)",Medium,5
Paradise Lost (Paradise #1),24.96,1,http://books.toscrape.com/paradise-lost-paradise-1_45/index.html,paradise lost (paradise #1),Medium,1
"Paper Girls, Vol. 1 (Paper Girls #1-5)",21.71,4,http://books.toscrape.com/paper-girls-vol-1-paper-girls-1-5_44/index.html,"paper girls, vol. 1 (paper girls #1-5)",Medium,4
"Ouran High School Host Club, Vol. 1 (Ouran High School Host Club #1)",29.87,3,http://books.toscrape.com/ouran-high-school-host-club-vol-1-ouran-high-school-host-club-1_43/index.html,"ouran high school host club, vol. 1 (ouran high school host club #1)",Medium,3
Origins (Alphas 0.5),28.99,1,http://books.toscrape.com/origins-alphas-05_42/index.html,origins (alphas 0.5),Medium,1
One Second (Seven #7),52.94,2,http://books.toscrape.com/one-second-seven-7_41/index.html,one second (seven #7),High,2
On the Road (Duluoz Legend),32.36,3,http://books.toscrape.com/on-the-road-duluoz-legend_40/index.html,on the road (duluoz legend),Medium,3
Old Records Never Die: One Man's Quest for His Vinyl and His Past,55.66,2,http://books.toscrape.com/old-records-never-die-one-mans-quest-for-his-vinyl-and-his-past_39/index.html,old records never die: one man's quest for his vinyl and his past,High,2
Off Sides (Off #1),39.45,5,http://books.toscrape.com/off-sides-off-1_38/index.html,off sides (off #1),Medium,5
Of Mice and Men,47.11,2,http://books.toscrape.com/of-mice-and-men_37/index.html,of mice and men,Medium,2
Myriad (Prentor #1),58.75,4,http://books.toscrape.com/myriad-prentor-1_36/index.html,myriad (prentor #1),High,4
My Perfect Mistake (Over the Top #1),38.92,2,http://books.toscrape.com/my-perfect-mistake-over-the-top-1_35/index.html,my perfect mistake (over the top #1),Medium,2
"Ms. Marvel, Vol. 1: No Normal (Ms. Marvel (2014-2015) #1)",39.39,4,http://books.toscrape.com/ms-marvel-vol-1-no-normal-ms-marvel-2014-2015-1_34/index.html,"ms. marvel, vol. 1: no normal (ms. marvel (2014-2015) #1)",Medium,4
Meditations,25.89,2,http://books.toscrape.com/meditations_33/index.html,meditations,Medium,2
Matilda,28.34,1,http://books.toscrape.com/matilda_32/index.html,matilda,Medium,1
Lost Among the Living,27.7,4,http://books.toscrape.com/lost-among-the-living_31/index.html,lost among the living,Medium,4
Lord of the Flies,24.89,3,http://books.toscrape.com/lord-of-the-flies_30/index.html,lord of the flies,Medium,3
Listen to Me (Fusion #1),58.99,3,http://books.toscrape.com/listen-to-me-fusion-1_29/index.html,listen to me (fusion #1),High,3
Kitchens of the Great Midwest,57.2,5,http://books.toscrape.com/kitchens-of-the-great-midwest_28/index.html,kitchens of the great midwest,High,5
Jane Eyre,38.43,5,http://books.toscrape.com/jane-eyre_27/index.html,jane eyre,Medium,5
Imperfect Harmony,34.74,4,http://books.toscrape.com/imperfect-harmony_26/index.html,imperfect harmony,Medium,4
Icing (Aces Hockey #2),40.44,4,http://books.toscrape.com/icing-aces-hockey-2_25/index.html,icing (aces hockey #2),Medium,4
"Hawkeye, Vol. 1: My Life as a Weapon (Hawkeye #1)",45.24,3,http://books.toscrape.com/hawkeye-vol-1-my-life-as-a-weapon-hawkeye-1_24/index.html,"hawkeye, vol. 1: my life as a weapon (hawkeye #1)",Medium,3
Having the Barbarian's Baby (Ice Planet Barbarians #7.5),34.96,4,http://books.toscrape.com/having-the-barbarians-baby-ice-planet-barbarians-75_23/index.html,having the barbarian's baby (ice planet barbarians #7.5),Medium,4
"Giant Days, Vol. 1 (Giant Days #1-4)",56.76,4,http://books.toscrape.com/giant-days-vol-1-giant-days-1-4_22/index.html,"giant days, vol. 1 (giant days #1-4)",High,4
"Fruits Basket, Vol. 1 (Fruits Basket #1)",40.28,5,http://books.toscrape.com/fruits-basket-vol-1-fruits-basket-1_21/index.html,"fruits basket, vol. 1 (fruits basket #1)",Medium,5
Frankenstein,38.0,2,http://books.toscrape.com/frankenstein_20/index.html,frankenstein,Medium,2
Forever Rockers (The Rocker #12),28.8,3,http://books.toscrape.com/forever-rockers-the-rocker-12_19/index.html,forever rockers (the rocker #12),Medium,3
Fighting Fate (Fighting #6),39.24,3,http://books.toscrape.com/fighting-fate-fighting-6_18/index.html,fighting fate (fighting #6),Medium,3
Emma,32.93,2,http://books.toscrape.com/emma_17/index.html,emma,Medium,2
"Eat, Pray, Love",51.32,3,http://books.toscrape.com/eat-pray-love_16/index.html,"eat, pray, love",High,3
Deep Under (Walker Security #1),47.09,5,http://books.toscrape.com/deep-under-walker-security-1_15/index.html,deep under (walker security #1),Medium,5
Choosing Our Religion: The Spiritual Lives of America's Nones,28.42,4,http://books.toscrape.com/choosing-our-religion-the-spiritual-lives-of-americas-nones_14/index.html,choosing our religion: the spiritual lives of america's nones,Medium,4
Charlie and the Chocolate Factory (Charlie Bucket #1),22.85,3,http://books.toscrape.com/charlie-and-the-chocolate-factory-charlie-bucket-1_13/index.html,charlie and the chocolate factory (charlie bucket #1),Medium,3
Charity's Cross (Charles Towne Belles #4),41.24,1,http://books.toscrape.com/charitys-cross-charles-towne-belles-4_12/index.html,charity's cross (charles towne belles #4),Medium,1
Bright Lines,39.07,5,http://books.toscrape.com/bright-lines_11/index.html,bright lines,Medium,5
Bridget Jones's Diary (Bridget Jones #1),29.82,1,http://books.toscrape.com/bridget-joness-diary-bridget-jones-1_10/index.html,bridget jones's diary (bridget jones #1),Medium,1
Bounty (Colorado Mountain #7),37.26,4,http://books.toscrape.com/bounty-colorado-mountain-7_9/index.html,bounty (colorado mountain #7),Medium,4
Blood Defense (Samantha Brinkman #1),20.3,3,http://books.toscrape.com/blood-defense-samantha-brinkman-1_8/index.html,blood defense (samantha brinkman #1),Medium,3
"Bleach, Vol. 1: Strawberry and the Soul Reapers (Bleach #1)",34.65,5,http://books.toscrape.com/bleach-vol-1-strawberry-and-the-soul-reapers-bleach-1_7/index.html,"bleach, vol. 1: strawberry and the soul reapers (bleach #1)",Medium,5
Beyond Good and Evil,43.38,1,http://books.toscrape.com/beyond-good-and-evil_6/index.html,beyond good and evil,Medium,1
Alice in Wonderland (Alice's Adventures in Wonderland #1),55.53,1,http://books.toscrape.com/alice-in-wonderland-alices-adventures-in-wonderland-1_5/index.html,alice in wonderland (alice's adventures in wonderland #1),High,1
"Ajin: Demi-Human, Volume 1 (Ajin: Demi-Human #1)",57.06,4,http://books.toscrape.com/ajin-demi-human-volume-1-ajin-demi-human-1_4/index.html,"ajin: demi-human, volume 1 (ajin: demi-human #1)",High,4
A Spy's Devotion (The Regency Spies of London #1),16.97,5,http://books.toscrape.com/a-spys-devotion-the-regency-spies-of-london-1_3/index.html,a spy's devotion (the regency spies of london #1),Low,5
1st to Die (Women's Murder Club #1),53.98,1,http://books.toscrape.com/1st-to-die-womens-murder-club-1_2/index.html,1st to die (women's murder club #1),High,1
"1,000 Places to See Before You Die",26.08,5,http://books.toscrape.com/1000-places-to-see-before-you-die_1/index.html,"1,000 places to see before you die",Medium,5
